clause_id,source_id,book_title,canonical_clause_no,text_type,chapter,six_channel,original_text,normalized_text,formula_names,check_source_attribution,check_clause_number,check_textual_boundary,check_original_text,check_chapter,check_formula_reference,check_source_position,review_status,corrected_field,original_value,corrected_value,reviewer_id,review_date,reason,notes
SHL_SONGBEN_0172,SHSRC0033,傷寒論（宋本）,172.0,original_clause,辨太陽病脈證並治下,太陽病,太陽與少陽合病，自下利者，與黃芩湯；若嘔者，黃芩加半夏生薑湯主之。,太陽與少陽合病，自下利者，與黃芩湯；若嘔者，黃芩加半夏生薑湯主之。,"['黃芩湯', '黃芩加半夏生薑湯']",,,,,,,,,,,,,,,
SHL_SONGBEN_0173,SHSRC0033,傷寒論（宋本）,173.0,original_clause,辨太陽病脈證並治下,太陽病,傷寒胸中有熱，胃中有邪氣，腹中痛，欲嘔吐者，黃連湯主之。,傷寒胸中有熱，胃中有邪氣，腹中痛，欲嘔吐者，黃連湯主之。,['黃連湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0174,SHSRC0033,傷寒論（宋本）,174.0,original_clause,辨太陽病脈證並治下,太陽病,傷寒八九日，風濕相搏，身體疼煩，不能自轉側，不嘔不渴，脈浮虛而濇者，桂枝附子湯主之。若其人大便鞕，小便自利者，去桂加白朮湯主之。,傷寒八九日，風濕相搏，身體疼煩，不能自轉側，不嘔不渴，脈浮虛而濇者，桂枝附子湯主之。若其人大便鞕，小便自利者，去桂加白朮湯主之。,"['桂枝附子湯', '去桂加白朮湯']",,,,,,,,,,,,,,,
SHL_SONGBEN_0175,SHSRC0033,傷寒論（宋本）,175.0,original_clause,辨太陽病脈證並治下,太陽病,風濕相搏，骨節疼煩，掣痛不得屈伸，近之則痛劇，汗出短氣，小便不利，惡風不欲去衣，或身微腫者，甘草附子湯主之。,風濕相搏，骨節疼煩，掣痛不得屈伸，近之則痛劇，汗出短氣，小便不利，惡風不欲去衣，或身微腫者，甘草附子湯主之。,['甘草附子湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0176,SHSRC0033,傷寒論（宋本）,176.0,original_clause,辨太陽病脈證並治下,太陽病,傷寒，脈浮滑，此以表有熱，裏有寒，白虎湯主之。,傷寒，脈浮滑，此以表有熱，裏有寒，白虎湯主之。,['白虎湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0177,SHSRC0033,傷寒論（宋本）,177.0,original_clause,辨太陽病脈證並治下,太陽病,傷寒，脈結代，心動悸，炙甘草湯主之。,傷寒，脈結代，心動悸，炙甘草湯主之。,['炙甘草湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0178,SHSRC0033,傷寒論（宋本）,178.0,original_clause,辨太陽病脈證並治下,太陽病,脈按之來緩，時一止復來者，名曰結。又脈來動而中止，更來小數，中有還者反動，名曰結，陰也。脈來動而中止，不能自還，因而復動者，名曰代，陰也。得此脈者，必難治。,脈按之來緩，時一止復來者，名曰結。又脈來動而中止，更來小數，中有還者反動，名曰結，陰也。脈來動而中止，不能自還，因而復動者，名曰代，陰也。得此脈者，必難治。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0179,SHSRC0033,傷寒論（宋本）,179.0,original_clause,辨陽明病脈證並治,陽明病,問曰：病有太陽陽明，有正陽陽明，有少陽陽明，何謂也？答曰：太陽陽明者，脾約是也；正陽陽明者，胃家實是也；少陽陽明者，發汗利小便已，胃中燥煩實，大便難是也。,問曰：病有太陽陽明，有正陽陽明，有少陽陽明，何謂也？答曰：太陽陽明者，脾約是也；正陽陽明者，胃家實是也；少陽陽明者，發汗利小便已，胃中燥煩實，大便難是也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0180,SHSRC0033,傷寒論（宋本）,180.0,original_clause,辨陽明病脈證並治,陽明病,陽明之為病，胃家實是也。,陽明之為病，胃家實是也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0181,SHSRC0033,傷寒論（宋本）,181.0,original_clause,辨陽明病脈證並治,陽明病,問曰：何緣得陽明病？答曰：太陽病，若發汗，若下，若利小便，此亡津液，胃中乾燥，因轉屬陽明。不更衣，內實，大便難者，此名陽明也。,問曰：何緣得陽明病？答曰：太陽病，若發汗，若下，若利小便，此亡津液，胃中乾燥，因轉屬陽明。不更衣，內實，大便難者，此名陽明也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0182,SHSRC0033,傷寒論（宋本）,182.0,original_clause,辨陽明病脈證並治,陽明病,問曰：陽明病外證云何？答曰：身熱，汗自出，不惡寒，反惡熱也。,問曰：陽明病外證云何？答曰：身熱，汗自出，不惡寒，反惡熱也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0183,SHSRC0033,傷寒論（宋本）,183.0,original_clause,辨陽明病脈證並治,陽明病,問曰：病有得之一日，不發熱而惡寒者，何也？答曰：雖得之一日，惡寒將自罷，即自汗出而惡熱也。,問曰：病有得之一日，不發熱而惡寒者，何也？答曰：雖得之一日，惡寒將自罷，即自汗出而惡熱也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0184,SHSRC0033,傷寒論（宋本）,184.0,original_clause,辨陽明病脈證並治,陽明病,問曰：惡寒何故自罷？答曰：陽明居中，主土也，萬物所歸，無所復傳，始雖惡寒，二日自止，此為陽明病也。,問曰：惡寒何故自罷？答曰：陽明居中，主土也，萬物所歸，無所復傳，始雖惡寒，二日自止，此為陽明病也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0185,SHSRC0033,傷寒論（宋本）,185.0,original_clause,辨陽明病脈證並治,陽明病,本太陽，初得病時，發其汗，汗先出不徹，因轉屬陽明也。傷寒發熱，無汗，嘔不能食，而反汗出濈濈然者，是轉屬陽明也。,本太陽，初得病時，發其汗，汗先出不徹，因轉屬陽明也。傷寒發熱，無汗，嘔不能食，而反汗出濈濈然者，是轉屬陽明也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0186,SHSRC0033,傷寒論（宋本）,186.0,original_clause,辨陽明病脈證並治,陽明病,傷寒三日，陽明脈大。,傷寒三日，陽明脈大。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0187,SHSRC0033,傷寒論（宋本）,187.0,original_clause,辨陽明病脈證並治,陽明病,傷寒脈浮而緩，手足自溫者，是為繫在太陰。太陰者，身當發黃，若小便自利者，不能發黃；至七八日，大便鞕者，為陽明病也。,傷寒脈浮而緩，手足自溫者，是為繫在太陰。太陰者，身當發黃，若小便自利者，不能發黃；至七八日，大便鞕者，為陽明病也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0188,SHSRC0033,傷寒論（宋本）,188.0,original_clause,辨陽明病脈證並治,陽明病,傷寒轉繫陽明者，其人濈然微汗出也。,傷寒轉繫陽明者，其人濈然微汗出也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0189,SHSRC0033,傷寒論（宋本）,189.0,original_clause,辨陽明病脈證並治,陽明病,陽明中風，口苦咽乾，腹滿微喘，發熱惡寒，脈浮而緊。若下之，則腹滿，小便難也。,陽明中風，口苦咽乾，腹滿微喘，發熱惡寒，脈浮而緊。若下之，則腹滿，小便難也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0190,SHSRC0033,傷寒論（宋本）,190.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，若能食，名中風；不能食，名中寒。,陽明病，若能食，名中風；不能食，名中寒。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0191,SHSRC0033,傷寒論（宋本）,191.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，若中寒者，不能食，小便不利，手足濈然汗出，此欲作固瘕，必大便初鞕後溏。所以然者，以胃中冷，水穀不別故也。,陽明病，若中寒者，不能食，小便不利，手足濈然汗出，此欲作固瘕，必大便初鞕後溏。所以然者，以胃中冷，水穀不別故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0192,SHSRC0033,傷寒論（宋本）,192.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，初欲食，小便反不利，大便自調，其人骨節疼，翕翕如有熱狀，奄然發狂，濈然汗出而解者，此水不勝穀氣，與汗共并，脈緊則愈。,陽明病，初欲食，小便反不利，大便自調，其人骨節疼，翕翕如有熱狀，奄然發狂，濈然汗出而解者，此水不勝穀氣，與汗共并，脈緊則愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0193,SHSRC0033,傷寒論（宋本）,193.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，欲解時，從申至戌上。,陽明病，欲解時，從申至戌上。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0194,SHSRC0033,傷寒論（宋本）,194.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，不能食，攻其熱必噦，所以然者，胃中虛冷故也。以其人本虛，攻其熱必噦。,陽明病，不能食，攻其熱必噦，所以然者，胃中虛冷故也。以其人本虛，攻其熱必噦。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0195,SHSRC0033,傷寒論（宋本）,195.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脈遲，食難用飽，飽則微煩頭眩，必小便難，此欲作穀癉，雖下之，腹滿如故，所以然者，脈遲故也。,陽明病，脈遲，食難用飽，飽則微煩頭眩，必小便難，此欲作穀癉，雖下之，腹滿如故，所以然者，脈遲故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0196,SHSRC0033,傷寒論（宋本）,196.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，法多汗，反無汗，其身如蟲行皮中狀者，此以久虛故也。,陽明病，法多汗，反無汗，其身如蟲行皮中狀者，此以久虛故也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0197,SHSRC0033,傷寒論（宋本）,197.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，反無汗而小便利，二三日嘔而欬，手足厥者，必苦頭痛；若不欬，不嘔，手足不厥者，頭不痛。,陽明病，反無汗而小便利，二三日嘔而欬，手足厥者，必苦頭痛；若不欬，不嘔，手足不厥者，頭不痛。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0198,SHSRC0033,傷寒論（宋本）,198.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，但頭眩，不惡寒，故能食而欬，其人咽必痛；若不欬者，咽不痛。,陽明病，但頭眩，不惡寒，故能食而欬，其人咽必痛；若不欬者，咽不痛。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0199,SHSRC0033,傷寒論（宋本）,199.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，無汗，小便不利，心中懊憹者，身必發黃。,陽明病，無汗，小便不利，心中懊憹者，身必發黃。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0200,SHSRC0033,傷寒論（宋本）,200.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，被火，額上微汗出，而小便不利者，必發黃。,陽明病，被火，額上微汗出，而小便不利者，必發黃。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0201,SHSRC0033,傷寒論（宋本）,201.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脈浮而緊者，必潮熱，發作有時，但浮者，必盜汗出。,陽明病，脈浮而緊者，必潮熱，發作有時，但浮者，必盜汗出。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0202,SHSRC0033,傷寒論（宋本）,202.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，口燥，但欲漱水，不欲嚥者，此必衄。,陽明病，口燥，但欲漱水，不欲嚥者，此必衄。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0203,SHSRC0033,傷寒論（宋本）,203.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，本自汗出，醫更重發汗，病已差，尚微煩不了了者，此必大便鞕故也。以亡津液，胃中乾燥，故令大便鞕。當問其小便日幾行。若本小便日三四行，今日再行，故知大便不久出。今為小便數少，以津液當還入胃中，故知不久必大便也。,陽明病，本自汗出，醫更重發汗，病已差，尚微煩不了了者，此必大便鞕故也。以亡津液，胃中乾燥，故令大便鞕。當問其小便日幾行。若本小便日三四行，今日再行，故知大便不久出。今為小便數少，以津液當還入胃中，故知不久必大便也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0204,SHSRC0033,傷寒論（宋本）,204.0,original_clause,辨陽明病脈證並治,陽明病,傷寒嘔多，雖有陽明證，不可攻之。,傷寒嘔多，雖有陽明證，不可攻之。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0205,SHSRC0033,傷寒論（宋本）,205.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，心下鞕滿者，不可攻之。攻之，利遂不止者死，利止者愈。,陽明病，心下鞕滿者，不可攻之。攻之，利遂不止者死，利止者愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0206,SHSRC0033,傷寒論（宋本）,206.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，面合色赤，不可攻之，必發熱、色黃者，小便不利也。,陽明病，面合色赤，不可攻之，必發熱、色黃者，小便不利也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0207,SHSRC0033,傷寒論（宋本）,207.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，不吐不下，心煩者，可與調胃承氣湯。,陽明病，不吐不下，心煩者，可與調胃承氣湯。,['調胃承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0208,SHSRC0033,傷寒論（宋本）,208.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脈遲，雖汗出不惡寒者，其身必重，短氣，腹滿而喘，有潮熱者，此外欲解，可攻裏也。手足濈然汗出者，此大便已鞕也，大承氣湯主之；若汗多，微發熱惡寒者，外未解也，其熱不潮，未可與承氣湯；若腹大滿不通者，可與小承氣湯，微和胃氣，勿令致大泄下。,陽明病，脈遲，雖汗出不惡寒者，其身必重，短氣，腹滿而喘，有潮熱者，此外欲解，可攻裏也。手足濈然汗出者，此大便已鞕也，大承氣湯主之；若汗多，微發熱惡寒者，外未解也，其熱不潮，未可與承氣湯；若腹大滿不通者，可與小承氣湯，微和胃氣，勿令致大泄下。,"['大承氣湯', '小承氣湯']",,,,,,,,,,,,,,,
SHL_SONGBEN_0209,SHSRC0033,傷寒論（宋本）,209.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，潮熱，大便微鞕者，可與大承氣湯，不鞕者，不可與之。若不大便六七日，恐有燥屎，欲知之法，少與小承氣湯。湯入腹中，轉矢氣者，此有燥屎也，乃可攻之；若不轉矢氣者，此但初頭鞕，後必溏，不可攻之，攻之必脹滿不能食也。欲飲水者，與水則噦。其後發熱者，必大便復鞕而少也，以小承氣湯和之。不轉矢氣者，慎不可攻也。,陽明病，潮熱，大便微鞕者，可與大承氣湯，不鞕者，不可與之。若不大便六七日，恐有燥屎，欲知之法，少與小承氣湯。湯入腹中，轉矢氣者，此有燥屎也，乃可攻之；若不轉矢氣者，此但初頭鞕，後必溏，不可攻之，攻之必脹滿不能食也。欲飲水者，與水則噦。其後發熱者，必大便復鞕而少也，以小承氣湯和之。不轉矢氣者，慎不可攻也。,"['大承氣湯', '小承氣湯']",,,,,,,,,,,,,,,
SHL_SONGBEN_0210,SHSRC0033,傷寒論（宋本）,210.0,original_clause,辨陽明病脈證並治,陽明病,夫實則譫語，虛則鄭聲，鄭聲者，重語也。直視，譫語，喘滿者死，下利者亦死。,夫實則譫語，虛則鄭聲，鄭聲者，重語也。直視，譫語，喘滿者死，下利者亦死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0211,SHSRC0033,傷寒論（宋本）,211.0,original_clause,辨陽明病脈證並治,陽明病,發汗多，若重發汗者，亡其陽，譫語，脈短者死，脈自和者不死。,發汗多，若重發汗者，亡其陽，譫語，脈短者死，脈自和者不死。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0212,SHSRC0033,傷寒論（宋本）,212.0,original_clause,辨陽明病脈證並治,陽明病,傷寒若吐若下後，不解，不大便五六日，上至十餘日。日晡所發潮熱，不惡寒，獨語如見鬼狀。若劇者，發則不識人，循衣摸床，惕而不安，微喘直視。脈弦者生，濇者死。微者，但發熱譫語者，大承氣湯主之。若一服利，則止後服。,傷寒若吐若下後，不解，不大便五六日，上至十餘日。日晡所發潮熱，不惡寒，獨語如見鬼狀。若劇者，發則不識人，循衣摸床，惕而不安，微喘直視。脈弦者生，濇者死。微者，但發熱譫語者，大承氣湯主之。若一服利，則止後服。,['大承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0213,SHSRC0033,傷寒論（宋本）,213.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，其人多汗，以津液外出，胃中燥，大便必鞕，鞕則譫語。小承氣湯主之。若一服譫語止者，更莫復服。,陽明病，其人多汗，以津液外出，胃中燥，大便必鞕，鞕則譫語。小承氣湯主之。若一服譫語止者，更莫復服。,['小承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0214,SHSRC0033,傷寒論（宋本）,214.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，譫語，發潮熱，脈滑而疾者，小承氣湯主之。因與承氣湯一升，腹中轉氣者，更服一升；若不轉氣者，勿更與之。明日又不大便，脈反微濇者，裏虛也，為難治，不可更與承氣湯也。,陽明病，譫語，發潮熱，脈滑而疾者，小承氣湯主之。因與承氣湯一升，腹中轉氣者，更服一升；若不轉氣者，勿更與之。明日又不大便，脈反微濇者，裏虛也，為難治，不可更與承氣湯也。,['小承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0215,SHSRC0033,傷寒論（宋本）,215.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，譫語，有潮熱，反不能食者，胃中必有燥屎五六枚也。若能食者，但鞕耳。宜大承氣湯下之。,陽明病，譫語，有潮熱，反不能食者，胃中必有燥屎五六枚也。若能食者，但鞕耳。宜大承氣湯下之。,['大承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0216,SHSRC0033,傷寒論（宋本）,216.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，下血，譫語者，此為熱入血室。但頭汗出者，刺期門，隨其實而瀉之，濈然汗出則愈。,陽明病，下血，譫語者，此為熱入血室。但頭汗出者，刺期門，隨其實而瀉之，濈然汗出則愈。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0217,SHSRC0033,傷寒論（宋本）,217.0,original_clause,辨陽明病脈證並治,陽明病,汗出，譫語者，以有燥屎在胃中，此為風也。須下者，過經乃可下之。下之若早，語言必亂，以表虛裏實故也。下之愈，宜大承氣湯。,汗出，譫語者，以有燥屎在胃中，此為風也。須下者，過經乃可下之。下之若早，語言必亂，以表虛裏實故也。下之愈，宜大承氣湯。,['大承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0218,SHSRC0033,傷寒論（宋本）,218.0,original_clause,辨陽明病脈證並治,陽明病,傷寒四五日，脈沉而喘滿，沉為在裏，而反發其汗，津液越出，大便為難，表虛裏實，久則譫語。,傷寒四五日，脈沉而喘滿，沉為在裏，而反發其汗，津液越出，大便為難，表虛裏實，久則譫語。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0219,SHSRC0033,傷寒論（宋本）,219.0,original_clause,辨陽明病脈證並治,陽明病,三陽合病，腹滿，身重，難以轉側，口不仁，面垢，譫語，遺尿。發汗則譫語，下之則額上生汗，手足厥冷。若自汗出者，白虎湯主之。,三陽合病，腹滿，身重，難以轉側，口不仁，面垢，譫語，遺尿。發汗則譫語，下之則額上生汗，手足厥冷。若自汗出者，白虎湯主之。,['白虎湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0220,SHSRC0033,傷寒論（宋本）,220.0,original_clause,辨陽明病脈證並治,陽明病,二陽并病，太陽證罷，但發潮熱，手足漐漐汗出，大便難而譫語者，下之則愈，宜大承氣湯。,二陽并病，太陽證罷，但發潮熱，手足漐漐汗出，大便難而譫語者，下之則愈，宜大承氣湯。,['大承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0221,SHSRC0033,傷寒論（宋本）,221.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脈浮而緊，咽燥，口苦，腹滿而喘，發熱汗出，不惡寒，反惡熱，身重。若發汗則躁，心憒憒，反譫語，若加溫針，必怵惕，煩躁不得眠。若下之，則胃中空虛，客氣動膈，心中懊憹，舌上胎者，梔子豉湯主之。,陽明病，脈浮而緊，咽燥，口苦，腹滿而喘，發熱汗出，不惡寒，反惡熱，身重。若發汗則躁，心憒憒，反譫語，若加溫針，必怵惕，煩躁不得眠。若下之，則胃中空虛，客氣動膈，心中懊憹，舌上胎者，梔子豉湯主之。,['梔子豉湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0222,SHSRC0033,傷寒論（宋本）,222.0,original_clause,辨陽明病脈證並治,陽明病,若渴欲飲水，口乾舌燥者，白虎加人參湯主之。,若渴欲飲水，口乾舌燥者，白虎加人參湯主之。,['白虎加人參湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0223,SHSRC0033,傷寒論（宋本）,223.0,original_clause,辨陽明病脈證並治,陽明病,若脈浮，發熱，渴欲飲水，小便不利者，豬苓湯主之。,若脈浮，發熱，渴欲飲水，小便不利者，豬苓湯主之。,['豬苓湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0224,SHSRC0033,傷寒論（宋本）,224.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，汗出多而渴者，不可與豬苓湯，以汗多胃中燥，豬苓湯復利其小便故也。,陽明病，汗出多而渴者，不可與豬苓湯，以汗多胃中燥，豬苓湯復利其小便故也。,['豬苓湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0225,SHSRC0033,傷寒論（宋本）,225.0,original_clause,辨陽明病脈證並治,陽明病,脈浮而遲，表熱裏寒，下利清穀者，四逆湯主之。,脈浮而遲，表熱裏寒，下利清穀者，四逆湯主之。,['四逆湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0226,SHSRC0033,傷寒論（宋本）,226.0,original_clause,辨陽明病脈證並治,陽明病,若胃中虛冷，不能食者，飲水則噦。,若胃中虛冷，不能食者，飲水則噦。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0227,SHSRC0033,傷寒論（宋本）,227.0,original_clause,辨陽明病脈證並治,陽明病,脈浮，發熱，口乾，鼻燥，能食者則衄。,脈浮，發熱，口乾，鼻燥，能食者則衄。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0228,SHSRC0033,傷寒論（宋本）,228.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，下之，其外有熱，手足溫，不結胸，心中懊憹，飢不能食，但頭汗出者，梔子豉湯主之。,陽明病，下之，其外有熱，手足溫，不結胸，心中懊憹，飢不能食，但頭汗出者，梔子豉湯主之。,['梔子豉湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0229,SHSRC0033,傷寒論（宋本）,229.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，發潮熱，大便溏，小便自可，胸脇滿不去者，與小柴胡湯。,陽明病，發潮熱，大便溏，小便自可，胸脇滿不去者，與小柴胡湯。,['小柴胡湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0230,SHSRC0033,傷寒論（宋本）,230.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脇下鞕滿，不大便，而嘔，舌上白胎者，可與小柴胡湯。上焦得通，津液得下，胃氣因和，身濈然汗出而解。,陽明病，脇下鞕滿，不大便，而嘔，舌上白胎者，可與小柴胡湯。上焦得通，津液得下，胃氣因和，身濈然汗出而解。,['小柴胡湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0231,SHSRC0033,傷寒論（宋本）,231.0,original_clause,辨陽明病脈證並治,陽明病,陽明中風，脈弦浮大而短氣，腹都滿，脇下及心痛，久按之氣不通，鼻乾，不得汗，嗜臥，一身及目悉黃，小便難，有潮熱，時時噦，耳前後腫。刺之小差，外不解，病過十日，脈續浮者，與小柴胡湯。,陽明中風，脈弦浮大而短氣，腹都滿，脇下及心痛，久按之氣不通，鼻乾，不得汗，嗜臥，一身及目悉黃，小便難，有潮熱，時時噦，耳前後腫。刺之小差，外不解，病過十日，脈續浮者，與小柴胡湯。,['小柴胡湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0232,SHSRC0033,傷寒論（宋本）,232.0,original_clause,辨陽明病脈證並治,陽明病,脈但浮，無餘證者，與麻黃湯。若不尿，腹滿加噦者，不治。,脈但浮，無餘證者，與麻黃湯。若不尿，腹滿加噦者，不治。,['麻黃湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0233,SHSRC0033,傷寒論（宋本）,233.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，自汗出，若發汗，小便自利者，此為津液內竭，雖鞕不可攻之，當須自欲大便，宜蜜煎導而通之，若土瓜根及大豬膽汁，皆可為導。,陽明病，自汗出，若發汗，小便自利者，此為津液內竭，雖鞕不可攻之，當須自欲大便，宜蜜煎導而通之，若土瓜根及大豬膽汁，皆可為導。,"['蜜煎導', '土瓜根', '豬膽汁']",,,,,,,,,,,,,,,
SHL_SONGBEN_0234,SHSRC0033,傷寒論（宋本）,234.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脈遲，汗出多，微惡寒者，表未解也，可發汗，宜桂枝湯。,陽明病，脈遲，汗出多，微惡寒者，表未解也，可發汗，宜桂枝湯。,['桂枝湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0235,SHSRC0033,傷寒論（宋本）,235.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，脈浮，無汗而喘者，發汗則愈，宜麻黃湯。,陽明病，脈浮，無汗而喘者，發汗則愈，宜麻黃湯。,['麻黃湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0236,SHSRC0033,傷寒論（宋本）,236.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，發熱汗出者，此為熱越，不能發黃也；但頭汗出，身無汗，劑頸而還，小便不利，渴引水漿者，此為瘀熱在裏，身必發黃，茵陳蒿湯主之。,陽明病，發熱汗出者，此為熱越，不能發黃也；但頭汗出，身無汗，劑頸而還，小便不利，渴引水漿者，此為瘀熱在裏，身必發黃，茵陳蒿湯主之。,['茵陳蒿湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0237,SHSRC0033,傷寒論（宋本）,237.0,original_clause,辨陽明病脈證並治,陽明病,陽明證，其人喜忘者，必有畜血。所以然者，本有久瘀血，故令喜忘，屎雖鞕，大便反易，其色必黑者，宜抵當湯下之。,陽明證，其人喜忘者，必有畜血。所以然者，本有久瘀血，故令喜忘，屎雖鞕，大便反易，其色必黑者，宜抵當湯下之。,['抵當湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0238,SHSRC0033,傷寒論（宋本）,238.0,original_clause,辨陽明病脈證並治,陽明病,陽明病，下之，心中懊憹而煩，胃中有燥屎者，可攻。腹微滿，初頭鞕，後必溏，不可攻之。若有燥屎者，宜大承氣湯。,陽明病，下之，心中懊憹而煩，胃中有燥屎者，可攻。腹微滿，初頭鞕，後必溏，不可攻之。若有燥屎者，宜大承氣湯。,['大承氣湯'],,,,,,,,,,,,,,,
SHL_SONGBEN_0239,SHSRC0033,傷寒論（宋本）,239.0,original_clause,辨陽明病脈證並治,陽明病,病人不大便五六日，繞臍痛，煩躁，發作有時者，此有燥屎，故使不大便也。,病人不大便五六日，繞臍痛，煩躁，發作有時者，此有燥屎，故使不大便也。,[],,,,,,,,,,,,,,,
SHL_SONGBEN_0240,SHSRC0033,傷寒論（宋本）,240.0,original_clause,辨陽明病脈證並治,陽明病,病人煩熱，汗出則解，又如瘧狀，日晡所發熱者，屬陽明也。脈實者，宜下之；脈浮虛者，宜發汗。下之，與大承氣湯；發汗，宜桂枝湯。,病人煩熱，汗出則解，又如瘧狀，日晡所發熱者，屬陽明也。脈實者，宜下之；脈浮虛者，宜發汗。下之，與大承氣湯；發汗，宜桂枝湯。,"['大承氣湯', '桂枝湯']",,,,,,,,,,,,,,,
