relation_id,source_node_id,source_node_type,target_node_id,target_node_type,relation_type,description,target_citation,check_source_node,check_target_node,check_relation_type,check_evidence_source,review_status,corrected_field,original_value,corrected_value,reviewer_id,review_date,reason,notes
REL_01179,SHL_SONGBEN_0170,clause,VR_QIANJINYI_0467,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.88）。,傷寒論_千金翼方版:太陽病雜療法第七,,,,,,,,,,,,
REL_01180,SHL_SONGBEN_0172,clause,VR_QIANJINYI_0468,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.94）。,傷寒論_千金翼方版:太陽病雜療法第七,,,,,,,,,,,,
REL_01181,SHL_SONGBEN_0175,clause,VR_QIANJINYI_0469,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.81）。,傷寒論_千金翼方版:太陽病雜療法第七,,,,,,,,,,,,
REL_01182,SHL_SONGBEN_0179,clause,VR_QIANJINYI_0470,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.73）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01183,SHL_SONGBEN_0180,clause,VR_QIANJINYI_0471,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01184,SHL_SONGBEN_0182,clause,VR_QIANJINYI_0472,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.77）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01185,SHL_SONGBEN_0186,clause,VR_QIANJINYI_0473,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01186,SHL_SONGBEN_0189,clause,VR_QIANJINYI_0474,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.87）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01187,SHL_SONGBEN_0190,clause,VR_QIANJINYI_0475,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01188,SHL_SONGBEN_0191,clause,VR_QIANJINYI_0476,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.62）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01189,SHL_SONGBEN_0192,clause,VR_QIANJINYI_0477,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.71）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01190,SHL_SONGBEN_0193,clause,VR_QIANJINYI_0478,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01191,SHL_SONGBEN_0194,clause,VR_QIANJINYI_0479,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.84）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01192,SHL_SONGBEN_0195,clause,VR_QIANJINYI_0480,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01193,SHL_SONGBEN_0197,clause,VR_QIANJINYI_0481,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.63）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01194,SHL_SONGBEN_0198,clause,VR_QIANJINYI_0482,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.82）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01195,SHL_SONGBEN_0199,clause,VR_QIANJINYI_0483,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.84）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01196,SHL_SONGBEN_0200,clause,VR_QIANJINYI_0484,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.91）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01197,SHL_SONGBEN_0201,clause,VR_QIANJINYI_0485,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.83）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01198,SHL_SONGBEN_0202,clause,VR_QIANJINYI_0486,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.76）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01199,SHL_SONGBEN_0203,clause,VR_QIANJINYI_0487,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.65）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01200,SHL_SONGBEN_0204,clause,VR_QIANJINYI_0488,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.92）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01201,SHL_SONGBEN_0206,clause,VR_QIANJINYI_0489,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.93）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01202,SHL_SONGBEN_0207,clause,VR_QIANJINYI_0490,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.62）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01203,SHL_SONGBEN_0209,clause,VR_QIANJINYI_0491,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.63）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01204,SHL_SONGBEN_0210,clause,VR_QIANJINYI_0492,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.94）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01205,SHL_SONGBEN_0213,clause,VR_QIANJINYI_0493,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.65）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01206,SHL_SONGBEN_0215,clause,VR_QIANJINYI_0494,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.70）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01207,SHL_SONGBEN_0216,clause,VR_QIANJINYI_0495,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.83）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01208,SHL_SONGBEN_0217,clause,VR_QIANJINYI_0496,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01209,SHL_SONGBEN_0218,clause,VR_QIANJINYI_0497,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.84）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01210,SHL_SONGBEN_0219,clause,VR_QIANJINYI_0498,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01211,SHL_SONGBEN_0221,clause,VR_QIANJINYI_0499,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.66）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01212,SHL_SONGBEN_0222,clause,VR_QIANJINYI_0500,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.72）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01213,SHL_SONGBEN_0224,clause,VR_QIANJINYI_0501,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01214,SHL_SONGBEN_0226,clause,VR_QIANJINYI_0502,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.64）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01215,SHL_SONGBEN_0227,clause,VR_QIANJINYI_0503,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.83）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01216,SHL_SONGBEN_0228,clause,VR_QIANJINYI_0504,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.71）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01217,SHL_SONGBEN_0229,clause,VR_QIANJINYI_0505,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.72）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01218,SHL_SONGBEN_0230,clause,VR_QIANJINYI_0506,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01219,SHL_SONGBEN_0231,clause,VR_QIANJINYI_0507,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01220,SHL_SONGBEN_0233,clause,VR_QIANJINYI_0508,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.68）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01221,SHL_SONGBEN_0234,clause,VR_QIANJINYI_0509,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01222,SHL_SONGBEN_0236,clause,VR_QIANJINYI_0510,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01223,SHL_SONGBEN_0237,clause,VR_QIANJINYI_0511,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.62）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01224,SHL_SONGBEN_0241,clause,VR_QIANJINYI_0512,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.91）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01225,SHL_SONGBEN_0242,clause,VR_QIANJINYI_0513,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.68）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01226,SHL_SONGBEN_0250,clause,VR_QIANJINYI_0514,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:太陽病用承氣湯法第五,,,,,,,,,,,,
REL_01227,SHL_SONGBEN_0252,clause,VR_QIANJINYI_0515,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.76）。,傷寒論_千金翼方版:宜下第六,,,,,,,,,,,,
REL_01228,SHL_SONGBEN_0253,clause,VR_QIANJINYI_0516,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.90）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01229,SHL_SONGBEN_0254,clause,VR_QIANJINYI_0517,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.90）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01230,SHL_SONGBEN_0255,clause,VR_QIANJINYI_0518,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.90）。,傷寒論_千金翼方版:陽明病狀第八,,,,,,,,,,,,
REL_01231,SHL_SONGBEN_0263,clause,VR_QIANJINYI_0519,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01232,SHL_SONGBEN_0264,clause,VR_QIANJINYI_0520,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.94）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01233,SHL_SONGBEN_0265,clause,VR_QIANJINYI_0521,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.70）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01234,SHL_SONGBEN_0268,clause,VR_QIANJINYI_0522,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.71）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01235,SHL_SONGBEN_0269,clause,VR_QIANJINYI_0523,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.92）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01236,SHL_SONGBEN_0270,clause,VR_QIANJINYI_0524,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.92）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01237,SHL_SONGBEN_0271,clause,VR_QIANJINYI_0525,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.80）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01238,SHL_SONGBEN_0272,clause,VR_QIANJINYI_0526,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:少陽病狀第九,,,,,,,,,,,,
REL_01239,SHL_SONGBEN_0274,clause,VR_QIANJINYI_0527,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.71）。,傷寒論_千金翼方版:太陰病狀第一,,,,,,,,,,,,
REL_01240,SHL_SONGBEN_0275,clause,VR_QIANJINYI_0528,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:太陰病狀第一,,,,,,,,,,,,
REL_01241,SHL_SONGBEN_0277,clause,VR_QIANJINYI_0529,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.86）。,傷寒論_千金翼方版:太陰病狀第一,,,,,,,,,,,,
REL_01242,SHL_SONGBEN_0278,clause,VR_QIANJINYI_0530,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.66）。,傷寒論_千金翼方版:太陰病狀第一,,,,,,,,,,,,
REL_01243,SHL_SONGBEN_0280,clause,VR_QIANJINYI_0531,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.77）。,傷寒論_千金翼方版:太陰病狀第一,,,,,,,,,,,,
REL_01244,SHL_SONGBEN_0281,clause,VR_QIANJINYI_0532,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.95）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01245,SHL_SONGBEN_0284,clause,VR_QIANJINYI_0533,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01246,SHL_SONGBEN_0285,clause,VR_QIANJINYI_0534,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.64）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01247,SHL_SONGBEN_0286,clause,VR_QIANJINYI_0535,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.69）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01248,SHL_SONGBEN_0287,clause,VR_QIANJINYI_0536,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.72）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01249,SHL_SONGBEN_0288,clause,VR_QIANJINYI_0537,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.78）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01250,SHL_SONGBEN_0289,clause,VR_QIANJINYI_0538,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.69）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01251,SHL_SONGBEN_0290,clause,VR_QIANJINYI_0539,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01252,SHL_SONGBEN_0291,clause,VR_QIANJINYI_0540,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01253,SHL_SONGBEN_0292,clause,VR_QIANJINYI_0541,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.64）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01254,SHL_SONGBEN_0293,clause,VR_QIANJINYI_0542,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.80）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01255,SHL_SONGBEN_0294,clause,VR_QIANJINYI_0543,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.77）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01256,SHL_SONGBEN_0295,clause,VR_QIANJINYI_0544,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.71）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01257,SHL_SONGBEN_0297,clause,VR_QIANJINYI_0545,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.89）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01258,SHL_SONGBEN_0298,clause,VR_QIANJINYI_0546,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01259,SHL_SONGBEN_0299,clause,VR_QIANJINYI_0547,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.84）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01260,SHL_SONGBEN_0300,clause,VR_QIANJINYI_0548,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01261,SHL_SONGBEN_0301,clause,VR_QIANJINYI_0549,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.66）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01262,SHL_SONGBEN_0302,clause,VR_QIANJINYI_0550,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.83）。,傷寒論_千金翼方版:宜發汗第二,,,,,,,,,,,,
REL_01263,SHL_SONGBEN_0304,clause,VR_QIANJINYI_0551,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.94）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01264,SHL_SONGBEN_0306,clause,VR_QIANJINYI_0552,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.88）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01265,SHL_SONGBEN_0308,clause,VR_QIANJINYI_0553,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01266,SHL_SONGBEN_0309,clause,VR_QIANJINYI_0554,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.73）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01267,SHL_SONGBEN_0310,clause,VR_QIANJINYI_0555,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.88）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01268,SHL_SONGBEN_0313,clause,VR_QIANJINYI_0556,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01269,SHL_SONGBEN_0315,clause,VR_QIANJINYI_0557,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.62）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01270,SHL_SONGBEN_0316,clause,VR_QIANJINYI_0558,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.64）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01271,SHL_SONGBEN_0317,clause,VR_QIANJINYI_0559,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.64）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01272,SHL_SONGBEN_0318,clause,VR_QIANJINYI_0560,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.81）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01273,SHL_SONGBEN_0319,clause,VR_QIANJINYI_0561,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01274,SHL_SONGBEN_0320,clause,VR_QIANJINYI_0562,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.86）。,傷寒論_千金翼方版:宜下第六,,,,,,,,,,,,
REL_01275,SHL_SONGBEN_0321,clause,VR_QIANJINYI_0563,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.68）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01276,SHL_SONGBEN_0322,clause,VR_QIANJINYI_0564,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.73）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01277,SHL_SONGBEN_0323,clause,VR_QIANJINYI_0565,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.72）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01278,SHL_SONGBEN_0324,clause,VR_QIANJINYI_0566,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.83）。,傷寒論_千金翼方版:少陰病狀第二,,,,,,,,,,,,
REL_01279,SHL_SONGBEN_0326,clause,VR_QIANJINYI_0567,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01280,SHL_SONGBEN_0327,clause,VR_QIANJINYI_0568,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.89）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01281,SHL_SONGBEN_0328,clause,VR_QIANJINYI_0569,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.74）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01282,SHL_SONGBEN_0330,clause,VR_QIANJINYI_0570,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01283,SHL_SONGBEN_0331,clause,VR_QIANJINYI_0571,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.90）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01284,SHL_SONGBEN_0332,clause,VR_QIANJINYI_0572,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.84）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01285,SHL_SONGBEN_0333,clause,VR_QIANJINYI_0573,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.87）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01286,SHL_SONGBEN_0334,clause,VR_QIANJINYI_0574,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.77）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01287,SHL_SONGBEN_0335,clause,VR_QIANJINYI_0575,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.76）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01288,SHL_SONGBEN_0336,clause,VR_QIANJINYI_0576,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.97）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01289,SHL_SONGBEN_0337,clause,VR_QIANJINYI_0577,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.89）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01290,SHL_SONGBEN_0338,clause,VR_QIANJINYI_0578,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.63）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01291,SHL_SONGBEN_0339,clause,VR_QIANJINYI_0579,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.80）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01292,SHL_SONGBEN_0340,clause,VR_QIANJINYI_0580,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.86）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01293,SHL_SONGBEN_0341,clause,VR_QIANJINYI_0581,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.77）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01294,SHL_SONGBEN_0342,clause,VR_QIANJINYI_0582,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.98）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01295,SHL_SONGBEN_0343,clause,VR_QIANJINYI_0583,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.78）。,傷寒論_千金翼方版:宜灸第十一,,,,,,,,,,,,
REL_01296,SHL_SONGBEN_0344,clause,VR_QIANJINYI_0584,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01297,SHL_SONGBEN_0345,clause,VR_QIANJINYI_0585,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.87）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01298,SHL_SONGBEN_0346,clause,VR_QIANJINYI_0586,variant,variant,傷寒論_千金翼方版存在對應異文（相似度1.00）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01299,SHL_SONGBEN_0347,clause,VR_QIANJINYI_0587,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.71）。,傷寒論_千金翼方版:忌下第五,,,,,,,,,,,,
REL_01300,SHL_SONGBEN_0349,clause,VR_QIANJINYI_0588,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.86）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01301,SHL_SONGBEN_0350,clause,VR_QIANJINYI_0589,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.63）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01302,SHL_SONGBEN_0353,clause,VR_QIANJINYI_0590,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.72）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01303,SHL_SONGBEN_0355,clause,VR_QIANJINYI_0591,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.73）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01304,SHL_SONGBEN_0358,clause,VR_QIANJINYI_0592,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.84）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01305,SHL_SONGBEN_0359,clause,VR_QIANJINYI_0593,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.69）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01306,SHL_SONGBEN_0360,clause,VR_QIANJINYI_0594,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01307,SHL_SONGBEN_0362,clause,VR_QIANJINYI_0595,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.75）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01308,SHL_SONGBEN_0363,clause,VR_QIANJINYI_0596,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.67）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01309,SHL_SONGBEN_0364,clause,VR_QIANJINYI_0597,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.88）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
REL_01310,SHL_SONGBEN_0365,clause,VR_QIANJINYI_0598,variant,variant,傷寒論_千金翼方版存在對應異文（相似度0.93）。,傷寒論_千金翼方版:厥陰病狀第三,,,,,,,,,,,,
